# La frase que sale bajo el nombre de cada personaje.
# identidad = el valor del campo 0xBA162C11 de la partida.
# Lo genera herramientas/construir_descripciones.py (NOTAS O-92).
identidad,descripcion
4C6835DA,Guerrero de corazón frío que cree que los perdedores no tienen derecho a seguir viviendo.
4C7A0CEC,Sus movimientos con los pies son tan ágiles que resultan impredecibles.
4C97143C,Músico callejero. Su público lo constituyen niños y perros.
4C979B71,Sus padres tienen una plantación de palmeras en el desierto y él suele recibir envíos desde casa.
4C9A86E4,Una chica genio de carácter insípido. Detesta que la traten como a una niña debido a su apariencia.
4C9FEA9F,"Se enfada con facilidad, pero es justo y se puede confiar en él."
4CA05018,Quiere dirigir una compañía ferroviaria para construir líneas hacia sus sitios favoritos.
4CA0D52D,"Pese a ser el hermano pequeño de <FST:FUBUKI>, este delantero estrella del Alpino sabe diseñar sus propias jugadas."
4CA1254E,Es la dueña de una tintorería. Su vista de águila es capaz de detectar el origen de cualquier mancha sin vacilar.
4CA376ED,"Le encantan los poemas, pero nunca le han escrito ninguno."
4CA8AEBB,Es hijo de un mecánico de bicicletas. Le gustaría ayudar algún día en el Tour de Francia.
4CB50CF7,Su hobby es hacer sellos de cera que regala a sus amigos.
4CB89E2F,El Gran Emperador del Sector Quinto. ¿Por qué querrá controlar el fútbol?
4CCFDB43,"Pertenece al Ejército de terracota. Por algún motivo, le da asco mojarse."
4CD1D169,Joven que se disgusta con facilidad cuando las cosas no salen como las había planeado.
4CE0DE1D,Es el líder del equipo Otaku y orgulloso empollón. Willy sueña con crear su propio estilo de juego independiente.
4CEB064B,Su presencia en el campo es feroz e imponente. Su estilo de juego agresivo mantiene a los rivales a raya.
4CF62B4A,Habla con estudiantes extranjeros y sabe mucho del mundo.
4CFD7C51,Los inquilinos de su edificio lo tienen calado por su eterna mala uva.
4D223B67,"Casi parece un fantasma por su espeluznante apariencia, pero solo quiere llamar la atención."
4D296C7C,De complexión robusta pero disciplinado. Su fuerza es el resultado de una dieta a base de marisco.
4D300BC7,Hija de unos arroceros. Nutre al equipo con sus bolas de arroz saladas y su ternura.
4D34417D,Siempre hace juegos de palabras más viejos que la tos y sin gracia.
4D54D787,Le encantan los romances de instituto. Quiere acabar con actitudes retrógradas.
4D55F146,"La actual campeona de ""hoverboard "", famosa por su dulzura y sus frecuentes apariciones en televisión."
4D5874F8,Entrenador del Emperadores. Se dice que sus defensas son fortalezas inquebrantables.
4D5A4A01,Es un testarudo y de mecha corta. Al final siempre se arrepiente de haber sido tan duro con los otros.
4D5D80A8,Empezó a aprender a tocar el piano a los cinco años. Le gusta el jazz.
4D5DE680,"Aunque sea muy joven, se le dan muy bien las finanzas y podría trabajar en Wall Street."
4D611CDA,"Sabe imitar a otros muy bien, pero a la mayoría les sienta mal."
4D623A2F,Sueña con tener su propia isla y reunir ahí los tesoros de todo el país.
4D634F79,Una ingeniosa dueña de un bar que lanza juegos mentales en el campo y regatea con valentía y estilo.
4D6AC48C,Viene del barrio parisino de Montmartre. Pinta cuadros cuyo tema principal es el fútbol.
4D7766C0,Le fascinan las antigüedades. Se dice que tiene antiguos tesoros en casa.
4D85BF52,"Era un choricillo, pero gracias al fútbol ahora solo roba balones."
4DA54BDA,Un jugador temible durante los partidos. Se distingue por sus gafas de sol.
4DB866DB,"Tercero de once hermanos. Prefiere actuar a hablar, y juega de defensa."
4DCD40B9,"Para fortalecerse, lleva a gente en un carrito del que tira él mismo en recorridos turísticos."
4DCDCFF4,Puede localizar a sus enemigos con su prodigiosa intuición. También es un hábil estudiante de Iaido.
4DD58E8E,¡<FST:GARSHAR> tras el Miximax Trans que lo convierte en hombre lobo!
4DF01500,El capitán del Cascada Perfecta. Es un androide creado por <FLA:SAKAMAKI>.
4E016B3C,"La gente de broma le llama ""la máscara "" por su rostro inexpresivo."
4E01E471,Una tranquila delantera de los Fertilia. Sabe mantener la calma incluso bajo presión.
4E0C61CF,La entrenadora de la Escuela Secundaria Universal. Usa la lógica para lograr victorias galácticas.
4E1BA53F,"No puede concentrarse si una carta está torcida. Detiene la partida sin dudar, para corregir la disposición."
4E1CC970,"Es el capitán del equipo nacional de Brasil, Os Reis. La gente le llama Rey de los Puntas."
4E2373F7,"Es capaz de captar las irregularidades más sutiles del campo. Además, juega como si el campo y él fueran uno mismo."
4E2EE12F,Dicen que nadie le ha mirado a los ojos y ha vivido para contarlo...
4E3CB2B5,Le gusta mucho el punk rock. Se pasa horas en internet buscando nuevas canciones.
4E491B9A,Marca tenazmente a los jugadores rivales hasta anular sus ataques.
4E4994D7,Sabe un montón de cocina africana y sus estofados picantes están de rechupete.
4E515AE0,Un androide creado por <FLA:SAKAMAKI>. El modo hyperdrive ha aumentado su potencia.
4E6372BF,"Se le da bien hacer dos cosas a la vez, pero se aburre con facilidad."
4EA6EF09,Los cascos le dan poder. Marea a los rivales al ritmo de la música.
4ED12528,"Muy organizada y de confianza, sus ojos brillan y cambian de color según la luz."
4ED954C6,"Sus mejillas parecen jugosas manzanas. Para colmo, esta fruta le chifla."
4EDF13AC,Actúa con confianza y es popular. Llama la atención de todos con su belleza de actriz de teatro.
4EE1BA55,"Pequeño y ágil, convierte su tamaño en una ventaja y domina posiciones clave con gran habilidad."
4EE616D4,"Joven algo frío y antipático, pero que en realidad valora la camaradería."
4EEE10E2,¡Ten cuidado! Este jugador embiste como un toro para detener el esférico.
4EFBC29E,Chica con mejillas tan blanditas como el mochi. Adora el fútbol por encima de todas las cosas.
4F0BE212,"Dice descender de brujas y atesora objetos raros, como colas de lagarto, por ser ""mágicas ""."
4F134F1F,"Diestra en las labores domésticas y un apoyo para los hombres. Algo inusual en Naiadi, sociedad de mujeres de carácter fuerte."
4F13C052,Es un sastre que solo cree en los trajes a medida.
4F1B3EF1,Nada todos los días para conseguir un cuerpo equilibrado.
4F1D799B,"Desde que se lesionó, esquiva las entradas con una impecable gestión del tiempo, en lugar de fuerza bruta."
4F27A283,Tiene una letra muy bonita y todos quieren imitarla.
4F2C7AD5,Está orgulloso del fútbol español y promulga a los cuatro vientos que ganarán el mundial.
4F3C4A41,"Un sirviente de <FUL:NOBUNAGA>. Es joven, pero muy hábil con la lanza."
4F61AC70,"El guerrero definitivo, nacido del Proyecto Génesis. Sus tiros son como cometas."
4F64853E,Su pequeño tamaño no le impide tener un imán en sus pies.
4F7459DD,"Llorará si está insatisfecha con su rendimiento, aunque haya ganado el combate."
4F8B71AD,"Su personalidad es un tanto cerrada, pero su técnica habla por sí misma."
4F8BFEE0,Dicen que todo te irá bien en los negocios si le dejas que diseñe tu tarjeta de visita.
4F9330D7,Un androide creado por <FLA:SAKAMAKI>. El modo hyperdrive ha aumentado su potencia.
4FA11888,"Cree que cualquier prenda sienta bien, sea o no de marca."
4FC3010B,"Cree que puede ser campeón de tenis, si tiene suerte."
4FD9CF08,"Aunque va con extremo cuidado siempre pierde una carta. No importa donde busque, nunca la encuentra."
4FEC8B18,Dicen que la gente se vuelve loca al mirarlo a los ojos.
4FF741FA,Un androide creado por <FLA:SAKAMAKI>. El modo hyperdrive ha aumentado su potencia.
4FFED882,Segundo de tres hermanos. Un chico peculiar de comportamiento extraño.
5000A3B5,Jugador que irradia un ardiente entusiasmo. Tiene una curiosa obsesión con su cinta para el pelo.
500588BB,Está aprendiendo a tejer hilos de algodón y de seda.
5013F2A1,"Cuando estira las piernas, no hay pase que se le escape."
502E2B28,"Quiere ser un dentista a toda costa, aunque le dan pavor. Nadie se lo explica."
502F6ED3,"Miembro del llamado ""escuadrón supremo "". Está algo morcillete."
503C78B2,"Antes trabajaba en una forja, pero lo dejó y se convirtió en un criminal."
5043C37D,El Miximax Trans de <FST:YUICHI> y <FST:TSURUGI>. ¡Amor fraternal y rivalidad en uno!
5046AF06,No sabe estarse quieto y por eso le gusta correr por todo el campo.
504D2C31,"Drena la fuerza de los tiros con melodías hermosas y compara todo, sin excepción, con la música."
505B0D4A,Puede adivinar el movimiento del balón por los cambios en el viento.
505B8207,Un jugador tan bello y esbelto que da el pego como chica. Conoce bien a <FLC:SHINDO>.
50692515,"Conoce, cual duende del bosque, todos los tipos de plantas y raíces."
507385C8,"Estricto, inteligente y estratégico. Siente una fuerte rivalidad hacia los estudiantes de otras escuelas."
5085F6AD,Toma decisiones frías y calculadas. Sus acciones nunca se ven influenciadas por las emociones.
50B47694,No hay quien le lleve la contraria. Defiende su zona con zarpa férrea.
50B7335B,"Popular entre las estudiantes por su apariencia solemne, pero desea vestir trajes más adorables."
50C3BCB5,Una crupier impasible en uno de los casinos clandestinos de Newcrest.
50C74A6B,"El Miximax de <FLC:KIRINO> y <FLC:KARIYA>. A pesar de su apariencia, son muy compatibles."
50CBCD5B,Conoce cien maneras distintas de hacer un nudo.
50DCF2BA,Su prestigiosa familia ha sido rival de los <LST:K-BLACK> durante varias generaciones.
50F75129,Sus hipnotizadoras actuaciones musicales cautivan al público.
50F81E4B,Es el as en la manga de <FST:YAMATO> para mantener una defensa perfecta. Evita tomar decisiones arriesgadas.
50F8C717,El líder de los Chicos de la Segunda Fase. Su objetivo es dominar el mundo 200 años en el futuro.
510159CF,Ayuda en el bar de sus padres repartiendo comida a domicilio.
5101D682,"Una chica acomodada que no sabe valerse por sí misma, siempre va acompañada de un ejército de sirvientes."
5105205C,"Un veterano asistente del presidente que, en secreto, ansía un cambio en la Fundación Orión."
5109A76C,Se metió en la lucha libre profesional por su padre. Tiene una colección de más de mil vídeos de lucha.
510FE006,Un experto en keshin que se pasó años para desvelar sus secretos y construir equipos liderados por sus invocadores.
511E988D,"Intenta ser un chico malo, pero es tan sensible que no siempre puede."
51353B1E,Disfruta tocando la armónica en parques.
513A747C,Es el as en la manga de <FST:YAMATO> para mantener una defensa perfecta. Evita tomar decisiones arriesgadas.
513EE348,Delantero estrella del equipo de Costail. Siempre está pendiente de su hermana.
515996B0,Estrella profesional conocida como el Vendaval. Su aspecto tiene a los fans divididos entre él y <FLC:FUBUKI>.
517335ED,Guerrero de corazón frío que cree que los perdedores no tienen derecho a seguir viviendo.
51761CA3,Le encanta el queso. Su paladar no le hace ascos ni al más oloroso de todos.
5181A94A,El Miximax Trans de <FST:KINAKO> y la <FUL:M DRAGON> es de fantasía.
5184C531,"Le encantan las historias de amor cursis, pero tiene especial cuidado de que no se entere nadie."
5189F05E,Canturrea himnos de folk hechos por la IA hasta durante los partidos. Siempre marca el ritmo.
518F4606,Sus jugadas son dignas de una gran ópera: llenas de estilo y de burlas hacia el portero rival.
5199677D,"Le encanta la caña de azúcar. Cuando está en clase, siempre lleva un trozo en la boca."
5199E830,"Un delantero con mucha técnica, aunque a veces es un poco apático."
51A77476,Una chica modesta que quiere ser el centro de atención. Busca apoyar al club de béisbol en las noticias locales.
51AB4F22,Un jugador tranquilo y paciente que nunca pierde los estribos.
51ABD709,"Dotado de un gran talento psicológico, el entrenador de los Naiadi ataca donde menos se lo esperan sus rivales."
51B1EFFF,Su familia tiene una heladería. Después de los partidos comparte helados con todo el mundo.
51C3D35B,"Por fuera es una persona agradable, pero por dentro tiene un frío instinto asesino. Hará lo que sea para ganar."
51C7E28C,"Siempre responde con una sola palabra, incluso a los profesores."
51D19896,"Se le dan muy bien los estudios, pero el deporte no es lo suyo."
51D8CFB9,Si dibuja mangas de más de cuatro paneles se cansa rápido.
51EC411F,Su mirada penetrante y su presencia tétrica provocan escalofríos.
51ED04E4,"No hay por donde pillarle, pero se sabe que vive por y para el verano."
520DB32A,"Antes era tímida, pero dejó de serlo al observar el equipo del antiguo director y juró que nunca más se quedaría callada."
521D3C5E,"Demasiado egocéntrico, no duda en imponer sus opiniones."
521DB313,Tiene una colección de antiguos objetos rituales. Todos dan bastante canguelo.
52331AD3,Está orgullosa de su ciudad natal. Sabe mucho de historia y suele ofrecerse como guía turística.
52554CF8,Apasionado de los tanques que va al instituto con casco militar.
52689571,Baila noche tras noche una extraña danza del fuego de su invención.
527AAC47,"El guerrero definitivo, nacido del Proyecto Génesis. Sus tiros son como cometas."
528502EC,El sombrío líder de las Ratas de Arrecife de Newcrest. Tiene una cicatriz en forma de cruz por una pelea que tuvo hace tres años.
52858DA1,Compitió en las categorías inferiores nacionales. Sueña con ser el delantero principal del Raimon.
528D7302,"Engañado por las nuevas corrientes de medicina, tiene todos los productos milagrosos que existen."
52A71A27,Está enamorado en secreto de <FST:ETUNA>. Lo da todo en el campo para dejarla sin palabras.
52B1EF70,Le encanta invitar a gente a comer a su casa y preparar un festín para sus invitados.
52B3BCD3,El parlanchín dueño del restaurante Rai Rai. Anima a su equipo con discursos apasionados y un gran corazón.
52BA3726,"Hace tiempo perdió la confianza en sí mismo, pero <FFS:GARCILDO> se la devolvió..."
52F2C8CD,Es un experto en magia negra. Maldice a sus rivales antes de que empiece el partido.
52F36141,"Le fascina el fondo marino, pero teme a los peces abisales. Va a exhibiciones para acostumbrarse."
52F43530,Peligroso jugador que amaga con sus chutes para reventar a los rivales con el balón.
52FAB204,Un poderoso vendaval que arrastra el caos y la destrucción. Cuenta con nuevos poderes concedidos por <FST:ZANARK>.
532A6CF9,Los rivales subestiman su constitución frágil pero siempre chuta primero.
53302DB7,Confía plenamente en sus habilidades. Suele culpar a los que lo rodean cuando las cosas van mal.
5330A2FA,"Se cree imparable, lo que le convierte en un peligro tanto para sí mismo como para los demás."
